kmax=30
(59,1),(1,-47),(12,-2774)
(1,47),(59,-1),(12,-2774)
(29,30),(24,-23),(6,-1387)
(47,1),(1,-39),(8,-1834)
(20,19),(23,-24),(4,-917)
(22,21),(26,-27),(5,-1140)
(26,27),(22,-21),(5,-1140)
(1,43),(53,-1),(10,-2280)
(19,20),(17,-16),(3,-644)
(17,16),(19,-20),(3,-644)
(57,1),(1,-45),(12,-2566)
(23,22),(28,-29),(6,-1283)
(28,29),(23,-22),(6,-1283)
(15,16),(14,-13),(2,-419)
(14,13),(15,-16),(2,-419)
(25,26),(21,-20),(5,-1046)
(21,20),(25,-26),(5,-1046)
(51,1),(1,-41),(10,-2092)
(1,37),(45,-1),(8,-1666)
(22,23),(19,-18),(4,-833)
(10,9),(10,-11),(1,-200)
(21,1),(1,-19),(2,-400)
(1,19),(21,-1),(2,-400)
(1,43),(55,-1),(12,-2366)
(27,28),(22,-21),(6,-1183)
(37,1),(1,-31),(6,-1148)
(1,31),(37,-1),(6,-1148)
(1,39),(49,-1),(10,-1912)
(24,25),(20,-19),(5,-956)
(20,19),(24,-25),(5,-956)
(49,1),(1,-39),(10,-1912)
(59,1),(1,-45),(14,-2656)
(1,45),(59,-1),(14,-2656)
(29,30),(23,-22),(7,-1328)
(23,22),(29,-30),(7,-1328)
(1,35),(43,-1),(8,-1506)
(21,22),(18,-17),(4,-753)
(29,1),(1,-25),(4,-726)
(13,12),(14,-15),(2,-363)
(14,15),(13,-12),(2,-363)
(53,1),(1,-41),(12,-2174)
(1,41),(53,-1),(12,-2174)
(26,27),(21,-20),(6,-1087)
(21,20),(26,-27),(6,-1087)
(57,1),(1,-43),(14,-2452)
(1,43),(57,-1),(14,-2452)
(28,29),(22,-21),(7,-1226)
(22,21),(28,-29),(7,-1226)
(23,24),(19,-18),(5,-870)
(19,18),(23,-24),(5,-870)
(47,1),(1,-37),(10,-1740)
(15,14),(17,-18),(3,-508)
(35,1),(1,-29),(6,-1016)
(1,29),(35,-1),(6,-1016)
(17,18),(15,-14),(3,-508)
(1,33),(41,-1),(8,-1354)
(20,21),(17,-16),(4,-677)
(51,1),(1,-39),(12,-1990)
(20,19),(25,-26),(6,-995)
(25,26),(20,-19),(6,-995)
(1,39),(51,-1),(12,-1990)
(9,8),(9,-10),(1,-162)
(9,10),(9,-8),(1,-162)
(27,28),(21,-20),(7,-1128)
(21,20),(27,-28),(7,-1128)
(55,1),(1,-41),(14,-2256)
(1,41),(55,-1),(14,-2256)
(22,21),(29,-30),(8,-1269)
(59,1),(1,-43),(16,-2538)
(45,1),(1,-35),(10,-1576)
(1,35),(45,-1),(10,-1576)
(1,23),(27,-1),(4,-622)
(27,1),(1,-23),(4,-622)
(19,20),(16,-15),(4,-605)
(1,31),(39,-1),(8,-1210)
(39,1),(1,-31),(8,-1210)
(16,15),(19,-20),(4,-605)
(19,18),(24,-25),(6,-907)
(24,25),(19,-18),(6,-907)
(16,17),(14,-13),(3,-446)
(1,27),(33,-1),(6,-892)
(33,1),(1,-27),(6,-892)
(14,13),(16,-17),(3,-446)
(53,1),(1,-39),(14,-2068)
(1,39),(53,-1),(14,-2068)
(1,41),(57,-1),(16,-2338)
(28,29),(21,-20),(8,-1169)
(1,33),(43,-1),(10,-1420)
(43,1),(1,-33),(10,-1420)
(17,16),(21,-22),(5,-710)
(18,17),(23,-24),(6,-823)
(47,1),(1,-35),(12,-1646)
(1,35),(47,-1),(12,-1646)
(23,24),(18,-17),(6,-823)
(19,18),(25,-26),(7,-944)
(25,26),(19,-18),(7,-944)
(1,37),(51,-1),(14,-1888)
(51,1),(1,-37),(14,-1888)
(59,1),(1,-41),(18,-2420)
(1,41),(59,-1),(18,-2420)
(18,19),(15,-14),(4,-537)
(1,29),(37,-1),(8,-1074)
(37,1),(1,-29),(8,-1074)
(15,14),(18,-19),(4,-537)
(1,39),(55,-1),(16,-2146)
(55,1),(1,-39),(16,-2146)
(25,1),(1,-21),(4,-526)
(11,10),(12,-13),(2,-263)
(12,13),(11,-10),(2,-263)
(13,12),(15,-16),(3,-388)
(15,16),(13,-12),(3,-388)
(8,7),(8,-9),(1,-128)
(17,1),(1,-15),(2,-256)
(1,15),(17,-1),(2,-256)
(1,31),(41,-1),(10,-1272)
(20,21),(16,-15),(5,-636)
(16,15),(20,-21),(5,-636)
(41,1),(1,-31),(10,-1272)
(17,16),(22,-23),(6,-743)
(22,23),(17,-16),(6,-743)
(1,33),(45,-1),(12,-1486)
(1,39),(57,-1),(18,-2224)
(28,29),(20,-19),(9,-1112)
(26,27),(19,-18),(8,-981)
(19,18),(26,-27),(8,-981)
(53,1),(1,-37),(16,-1962)
(18,17),(24,-25),(7,-858)
(24,25),(18,-17),(7,-858)
(1,35),(49,-1),(14,-1716)
(1,27),(35,-1),(8,-946)
(17,18),(14,-13),(4,-473)
(20,19),(29,-30),(10,-1151)
(59,1),(1,-39),(20,-2302)
(1,39),(59,-1),(20,-2302)
(39,1),(1,-29),(10,-1132)
(1,29),(39,-1),(10,-1132)
(19,20),(15,-14),(5,-566)
(1,37),(55,-1),(18,-2036)
(27,28),(19,-18),(9,-1018)
(19,18),(27,-28),(9,-1018)
(1,35),(51,-1),(16,-1786)
(25,26),(18,-17),(8,-893)
(18,17),(25,-26),(8,-893)
(51,1),(1,-35),(16,-1786)
(1,23),(29,-1),(6,-668)
(29,1),(1,-23),(6,-668)
(16,15),(21,-22),(6,-667)
(21,22),(16,-15),(6,-667)
(1,31),(43,-1),(12,-1334)
(43,1),(1,-31),(12,-1334)
(17,16),(23,-24),(7,-776)
(23,24),(17,-16),(7,-776)
(1,33),(47,-1),(14,-1552)
(1,19),(23,-1),(4,-438)
(11,12),(10,-9),(2,-219)
(10,9),(11,-12),(2,-219)
(19,18),(28,-29),(10,-1055)
(57,1),(1,-37),(20,-2110)
(13,12),(16,-17),(4,-413)
(16,17),(13,-12),(4,-413)
(1,25),(33,-1),(8,-826)
(33,1),(1,-25),(8,-826)
(53,1),(1,-35),(18,-1856)
(1,35),(53,-1),(18,-1856)
(26,27),(18,-17),(9,-928)
(17,16),(24,-25),(8,-809)
(49,1),(1,-33),(16,-1618)
(37,1),(1,-27),(10,-1000)
(1,27),(37,-1),(10,-1000)
(18,19),(14,-13),(5,-500)
(22,23),(16,-15),(7,-698)
(16,15),(22,-23),(7,-698)
(29,30),(19,-18),(11,-1092)
(19,18),(29,-30),(11,-1092)
(41,1),(1,-29),(12,-1190)
(15,14),(20,-21),(6,-595)
(20,21),(15,-14),(6,-595)
(1,29),(41,-1),(12,-1190)
(7,8),(7,-6),(1,-98)
(7,6),(7,-8),(1,-98)
(15,1),(1,-13),(2,-196)
(27,28),(18,-17),(10,-963)
(1,35),(55,-1),(20,-1926)
(27,1),(1,-21),(6,-568)
(1,21),(27,-1),(6,-568)
(13,14),(11,-10),(3,-284)
(11,10),(13,-14),(3,-284)
(1,33),(51,-1),(18,-1684)
(51,1),(1,-33),(18,-1684)
(47,1),(1,-31),(16,-1458)
(1,31),(47,-1),(16,-1458)
(23,24),(16,-15),(8,-729)
(57,1),(1,-35),(22,-1996)
(1,35),(57,-1),(22,-1996)
(28,29),(18,-17),(11,-998)
(10,11),(9,-8),(2,-179)
(1,17),(21,-1),(4,-358)
(21,1),(1,-17),(4,-358)
(15,16),(12,-11),(4,-357)
(1,23),(31,-1),(8,-714)
(43,1),(1,-29),(14,-1248)
(15,14),(21,-22),(7,-624)
(21,22),(15,-14),(7,-624)
(1,29),(43,-1),(14,-1248)
(39,1),(1,-27),(12,-1054)
(14,13),(19,-20),(6,-527)
(19,20),(14,-13),(6,-527)
(1,27),(39,-1),(12,-1054)
(17,18),(13,-12),(5,-438)
(1,25),(35,-1),(10,-876)
(35,1),(1,-25),(10,-876)
(53,1),(1,-33),(20,-1750)
(17,16),(26,-27),(10,-875)
(18,17),(29,-30),(12,-1033)
(29,30),(18,-17),(12,-1033)
(1,35),(59,-1),(24,-2066)
(59,1),(1,-35),(24,-2066)
(24,25),(16,-15),(9,-760)
(16,15),(24,-25),(9,-760)
(49,1),(1,-31),(18,-1520)
(1,33),(55,-1),(22,-1816)
(27,28),(17,-16),(11,-908)
(17,16),(27,-28),(11,-908)
(1,29),(45,-1),(16,-1306)
(22,23),(15,-14),(8,-653)
(15,14),(22,-23),(8,-653)
(10,9),(12,-13),(3,-238)
(12,13),(10,-9),(3,-238)
(1,19),(25,-1),(6,-476)
(25,1),(1,-19),(6,-476)
(41,1),(1,-27),(14,-1108)
(1,27),(41,-1),(14,-1108)
(20,21),(14,-13),(7,-554)
(16,15),(25,-26),(10,-791)
(51,1),(1,-31),(20,-1582)
(1,33),(57,-1),(24,-1882)
(57,1),(1,-33),(24,-1882)
(17,16),(28,-29),(12,-941)
(28,29),(17,-16),(12,-941)
(13,12),(18,-19),(6,-463)
(18,19),(13,-12),(6,-463)
(1,25),(37,-1),(12,-926)
(1,21),(29,-1),(8,-610)
(14,15),(11,-10),(4,-305)
(11,10),(14,-15),(4,-305)
(33,1),(1,-23),(10,-760)
(1,23),(33,-1),(10,-760)
(15,14),(23,-24),(9,-682)
(23,24),(15,-14),(9,-682)
(1,29),(47,-1),(18,-1364)
(17,16),(29,-30),(13,-974)
(29,30),(17,-16),(13,-974)
(1,33),(59,-1),(26,-1948)
(59,1),(1,-33),(26,-1948)
(16,15),(26,-27),(11,-822)
(53,1),(1,-31),(22,-1644)
(1,31),(53,-1),(22,-1644)
(14,13),(21,-22),(8,-581)
(21,22),(14,-13),(8,-581)
(1,27),(43,-1),(16,-1162)
(43,1),(1,-27),(16,-1162)
(6,7),(6,-5),(1,-72)
(1,11),(13,-1),(2,-144)
(13,1),(1,-11),(2,-144)
(6,5),(6,-7),(1,-72)
(8,7),(9,-10),(2,-143)
(19,1),(1,-15),(4,-286)
(24,25),(15,-14),(10,-711)
(15,14),(24,-25),(10,-711)
(27,28),(16,-15),(12,-853)
(1,31),(55,-1),(24,-1706)
(55,1),(1,-31),(24,-1706)
(19,20),(13,-12),(7,-488)
(13,12),(19,-20),(7,-488)
(39,1),(1,-25),(14,-976)
(1,25),(39,-1),(14,-976)
(28,29),(16,-15),(13,-884)
(1,31),(57,-1),(26,-1768)
(57,1),(1,-31),(26,-1768)
(16,15),(28,-29),(13,-884)
(1,27),(45,-1),(18,-1216)
(22,23),(14,-13),(9,-608)
(14,13),(22,-23),(9,-608)
(45,1),(1,-27),(18,-1216)
(15,14),(25,-26),(11,-740)
(25,26),(15,-14),(11,-740)
(17,18),(12,-11),(6,-403)
(12,11),(17,-18),(6,-403)
(35,1),(1,-23),(12,-806)
(59,1),(1,-31),(28,-1830)
(1,31),(59,-1),(28,-1830)
(29,30),(16,-15),(14,-915)
(11,12),(9,-8),(3,-196)
(9,8),(11,-12),(3,-196)
(15,16),(11,-10),(5,-326)
(11,10),(15,-16),(5,-326)
(10,9),(13,-14),(4,-257)
(27,1),(1,-19),(8,-514)
(20,21),(13,-12),(8,-513)
(1,25),(41,-1),(16,-1026)
(41,1),(1,-25),(16,-1026)
(13,12),(20,-21),(8,-513)
(15,14),(26,-27),(12,-769)
(53,1),(1,-29),(24,-1538)
(1,29),(53,-1),(24,-1538)
(26,27),(15,-14),(12,-769)
(23,24),(14,-13),(10,-635)
(1,27),(47,-1),(20,-1270)
(47,1),(1,-27),(20,-1270)
(14,13),(23,-24),(10,-635)
(55,1),(1,-29),(26,-1596)
(1,29),(55,-1),(26,-1596)
(1,23),(37,-1),(14,-852)
(37,1),(1,-23),(14,-852)
(12,11),(18,-19),(7,-426)
(49,1),(1,-27),(22,-1324)
(1,27),(49,-1),(22,-1324)
(24,25),(14,-13),(11,-662)
(13,12),(21,-22),(9,-538)
(21,22),(13,-12),(9,-538)
(1,29),(57,-1),(28,-1654)
(28,29),(15,-14),(14,-827)
(15,14),(28,-29),(14,-827)
(57,1),(1,-29),(28,-1654)
(0,1),(59,1),(1,-59)
(11,10),(16,-17),(6,-347)
(16,17),(11,-10),(6,-347)
(1,21),(33,-1),(12,-694)
(14,13),(25,-26),(12,-689)
(25,26),(14,-13),(12,-689)
(29,30),(15,-14),(15,-856)
(15,14),(29,-30),(15,-856)
(59,1),(1,-29),(30,-1712)
(1,29),(59,-1),(30,-1712)
(1,1),(29,-28),(1,-57)
(22,23),(13,-12),(10,-563)
(1,25),(45,-1),(20,-1126)
(45,1),(1,-25),(20,-1126)
(1,23),(39,-1),(16,-898)
(19,20),(12,-11),(8,-449)
(12,11),(19,-20),(8,-449)
(39,1),(1,-23),(16,-898)
(7,6),(8,-9),(2,-111)
(17,1),(1,-13),(4,-222)
(1,13),(17,-1),(4,-222)
(29,1),(1,-19),(10,-552)
(1,19),(29,-1),(10,-552)
(14,15),(10,-9),(5,-276)
(10,9),(14,-15),(5,-276)
(14,13),(26,-27),(13,-716)
(53,1),(1,-27),(26,-1432)
(1,27),(53,-1),(26,-1432)
(1,1),(28,-27),(1,-55)
(1,25),(47,-1),(22,-1176)
(47,1),(1,-25),(22,-1176)
(13,12),(23,-24),(11,-588)
(23,24),(13,-12),(11,-588)
(1,17),(25,-1),(8,-426)
(12,13),(9,-8),(4,-213)
(9,8),(12,-13),(4,-213)
(25,1),(1,-17),(8,-426)
(55,1),(1,-27),(28,-1486)
(1,27),(55,-1),(28,-1486)
(27,28),(14,-13),(14,-743)
(14,13),(27,-28),(14,-743)
(1,1),(27,-26),(1,-53)
(10,11),(8,-7),(3,-158)
(1,15),(21,-1),(6,-316)
(21,1),(1,-15),(6,-316)
(11,10),(17,-18),(7,-368)
(17,18),(11,-10),(7,-368)
(1,21),(35,-1),(14,-736)
(35,1),(1,-21),(14,-736)
(41,1),(1,-23),(18,-944)
(1,23),(41,-1),(18,-944)
(14,13),(28,-29),(15,-770)
(28,29),(14,-13),(15,-770)
(1,27),(57,-1),(30,-1540)
(57,1),(1,-27),(30,-1540)
(13,12),(24,-25),(12,-613)
(49,1),(1,-25),(24,-1226)
(1,25),(49,-1),(24,-1226)
(24,25),(13,-12),(12,-613)
(1,1),(26,-25),(1,-51)
(5,6),(5,-4),(1,-50)
(1,9),(11,-1),(2,-100)
(11,1),(1,-9),(2,-100)
(5,4),(5,-6),(1,-50)
(14,13),(29,-30),(16,-797)
(59,1),(1,-27),(32,-1594)
(12,11),(21,-22),(10,-495)
(43,1),(1,-23),(20,-990)
(1,19),(31,-1),(12,-590)
(31,1),(1,-19),(12,-590)
(10,9),(15,-16),(6,-295)
(15,16),(10,-9),(6,-295)
(51,1),(1,-25),(26,-1276)
(1,25),(51,-1),(26,-1276)
(49,-1),(0,-1),(1,-49)
(11,10),(18,-19),(8,-389)
(18,19),(11,-10),(8,-389)
(1,21),(37,-1),(16,-778)
(53,1),(1,-25),(28,-1326)
(1,25),(53,-1),(28,-1326)
(22,23),(12,-11),(11,-518)
(1,23),(45,-1),(22,-1036)
(1,1),(24,-23),(1,-47)
(27,1),(1,-17),(10,-460)
(9,8),(13,-14),(5,-230)
(13,14),(9,-8),(5,-230)
(1,17),(27,-1),(10,-460)
(27,28),(13,-12),(15,-688)
(13,12),(27,-28),(15,-688)
(19,20),(11,-10),(9,-410)
(11,10),(19,-20),(9,-410)
(47,1),(1,-23),(24,-1082)
(12,11),(23,-24),(12,-541)
(1,0),(1,-45),(1,-45)
(16,17),(10,-9),(7,-314)
(1,19),(33,-1),(14,-628)
(33,1),(1,-19),(14,-628)
(10,9),(16,-17),(7,-314)
(13,12),(28,-29),(16,-713)
(28,29),(13,-12),(16,-713)
(1,25),(57,-1),(32,-1426)
(57,1),(1,-25),(32,-1426)
(1,25),(59,-1),(34,-1476)
(59,1),(1,-25),(34,-1476)
(13,12),(29,-30),(17,-738)
(24,25),(12,-11),(13,-564)
(1,23),(49,-1),(26,-1128)
(49,1),(1,-23),(26,-1128)
(12,11),(24,-25),(13,-564)
(23,1),(1,-15),(8,-346)
(1,15),(23,-1),(8,-346)
(11,12),(8,-7),(4,-173)
(8,7),(11,-12),(4,-173)
(11,10),(20,-21),(10,-431)
(41,1),(1,-21),(20,-862)
(1,21),(41,-1),(20,-862)
(20,21),(11,-10),(10,-431)
(1,1),(22,-21),(1,-43)
(12,11),(25,-26),(14,-587)
(25,26),(12,-11),(14,-587)
(35,1),(1,-19),(16,-666)
(10,9),(17,-18),(8,-333)
(17,18),(10,-9),(8,-333)
(1,19),(35,-1),(16,-666)
(7,8),(6,-5),(2,-83)
(1,11),(15,-1),(4,-166)
(15,1),(1,-11),(4,-166)
(9,10),(7,-6),(3,-124)
(7,6),(9,-10),(3,-124)
(19,1),(1,-13),(6,-248)
(29,1),(1,-17),(12,-494)
(9,8),(14,-15),(6,-247)
(14,15),(9,-8),(6,-247)
(1,17),(29,-1),(12,-494)
(11,10),(21,-22),(11,-452)
(43,1),(1,-21),(22,-904)
(1,1),(21,-20),(1,-41)
(12,11),(26,-27),(15,-610)
(53,1),(1,-23),(30,-1220)
(12,11),(27,-28),(16,-633)
(27,28),(12,-11),(16,-633)
(1,23),(55,-1),(32,-1266)
(1,21),(45,-1),(24,-946)
(22,23),(11,-10),(12,-473)
(11,10),(22,-23),(12,-473)
(10,9),(18,-19),(9,-352)
(37,1),(1,-19),(18,-704)
(1,19),(37,-1),(18,-704)
(20,19),(1,-1),(1,-39)
(1,23),(57,-1),(34,-1312)
(57,1),(1,-23),(34,-1312)
(12,11),(28,-29),(17,-656)
(11,10),(23,-24),(13,-494)
(23,24),(11,-10),(13,-494)
(59,1),(1,-23),(36,-1358)
(12,11),(29,-30),(18,-679)
(15,16),(9,-8),(7,-264)
(9,8),(15,-16),(7,-264)
(31,1),(1,-17),(14,-528)
(1,15),(25,-1),(10,-376)
(12,13),(8,-7),(5,-188)
(8,7),(12,-13),(5,-188)
(25,1),(1,-15),(10,-376)
(39,1),(1,-19),(20,-742)
(10,9),(19,-20),(10,-371)
(19,20),(10,-9),(10,-371)
(1,1),(19,-18),(1,-37)
(24,25),(11,-10),(14,-515)
(1,21),(49,-1),(28,-1030)
(49,1),(1,-21),(28,-1030)
(11,10),(24,-25),(14,-515)
(1,21),(51,-1),(30,-1072)
(51,1),(1,-21),(30,-1072)
(41,1),(1,-19),(22,-780)
(10,9),(20,-21),(11,-390)
(9,8),(16,-17),(8,-281)
(16,17),(9,-8),(8,-281)
(1,17),(33,-1),(16,-562)
(18,17),(1,-1),(1,-35)
(1,21),(53,-1),(32,-1114)
(53,1),(1,-21),(32,-1114)
(11,10),(26,-27),(16,-557)
(26,27),(11,-10),(16,-557)
(10,11),(7,-6),(4,-137)
(1,13),(21,-1),(8,-274)
(10,9),(21,-22),(12,-409)
(21,22),(10,-9),(12,-409)
(27,28),(11,-10),(17,-578)
(11,10),(27,-28),(17,-578)
(13,14),(8,-7),(6,-203)
(1,15),(27,-1),(12,-406)
(27,1),(1,-15),(12,-406)
(1,21),(57,-1),(36,-1198)
(57,1),(1,-21),(36,-1198)
(11,10),(28,-29),(18,-599)
(28,29),(11,-10),(18,-599)
(9,8),(17,-18),(9,-298)
(35,1),(1,-17),(18,-596)
(1,17),(35,-1),(18,-596)
(1,0),(1,-33),(1,-33)
(45,1),(1,-19),(26,-856)
(1,19),(45,-1),(26,-856)
(22,23),(10,-9),(13,-428)
(10,9),(22,-23),(13,-428)
(29,30),(11,-10),(19,-620)
(1,21),(59,-1),(38,-1240)
(59,1),(1,-21),(38,-1240)
(1,7),(9,-1),(2,-64)
(9,1),(1,-7),(2,-64)
(10,9),(23,-24),(14,-447)
(23,24),(10,-9),(14,-447)
(1,19),(47,-1),(28,-894)
(47,1),(1,-19),(28,-894)
(1,17),(37,-1),(20,-630)
(37,1),(1,-17),(20,-630)
(9,8),(18,-19),(10,-315)
(18,19),(9,-8),(10,-315)
(1,11),(17,-1),(6,-188)
(17,1),(1,-11),(6,-188)
(6,5),(8,-9),(3,-94)
(8,9),(6,-5),(3,-94)
(29,1),(1,-15),(14,-436)
(8,7),(14,-15),(7,-218)
(49,1),(1,-19),(30,-932)
(10,9),(24,-25),(15,-466)
(24,25),(10,-9),(15,-466)
(1,1),(16,-15),(1,-31)
(1,19),(51,-1),(32,-970)
(51,1),(1,-19),(32,-970)
(10,9),(25,-26),(16,-485)
(39,1),(1,-17),(22,-664)
(1,17),(39,-1),(22,-664)
(19,20),(9,-8),(11,-332)
(9,8),(19,-20),(11,-332)
(11,12),(7,-6),(5,-150)
(1,13),(23,-1),(10,-300)
(10,9),(26,-27),(17,-504)
(53,1),(1,-19),(34,-1008)
(1,19),(53,-1),(34,-1008)
(26,27),(10,-9),(17,-504)
(5,4),(6,-7),(2,-59)
(13,1),(1,-9),(4,-118)
(1,9),(13,-1),(4,-118)
(6,7),(5,-4),(2,-59)
(1,59),(59,1),(118,-3480)
(1,15),(31,-1),(16,-466)
(31,1),(1,-15),(16,-466)
(8,7),(15,-16),(8,-233)
(15,16),(8,-7),(8,-233)
(1,17),(41,-1),(24,-698)
(20,21),(9,-8),(12,-349)
(9,8),(20,-21),(12,-349)
(41,1),(1,-17),(24,-698)
(10,9),(27,-28),(18,-523)
(27,28),(10,-9),(18,-523)
(1,19),(55,-1),(36,-1046)
(29,-1),(0,-1),(1,-29)
(1,57),(59,1),(116,-3362)
(1,59),(57,1),(116,-3362)
(29,28),(30,-29),(58,-1681)
(57,1),(1,-19),(38,-1084)
(1,19),(57,-1),(38,-1084)
(28,29),(10,-9),(19,-542)
(10,9),(28,-29),(19,-542)
(29,28),(29,-28),(57,-1624)
(1,55),(59,1),(114,-3244)
(30,29),(28,-27),(57,-1622)
(55,-1),(1,-59),(114,-3244)
(59,-1),(1,-55),(114,-3244)
